Name,Platform,DOIs,Citations,License,Categories
PALMO,R,"10.1038/s41467-023-37432-w, 10.1101/2022.10.17.512585",7,MIT,"Dimensionality Reduction, Integration, Variable Genes, Visualisation"
PISCES,R,10.1101/2021.05.20.445002,7,'-,"Clustering, Dimensionality Reduction, Gene Networks, Normalisation, Quality Control, Visualisation"
popsicleR,R,10.1016/j.jmb.2022.167560,7,GPL-3.0,"Clustering, Normalisation, Quality Control, Visualisation"
quasildr,Python,"10.1038/s41592-021-01286-1, 10.1101/2020.04.12.022806",7,BSD-3-Clause-Clear,"Dimensionality Reduction, Ordering"
RCAv2,R,"10.1093/nar/gkab632, 10.1101/2021.02.16.431527",7,MIT,"Classification, Clustering, Differential Expression, Dimensionality Reduction, Normalisation, Visualisation"
RECODE,Python/R,"10.1101/2022.05.02.490246, 10.26508/lsa.202201591",7,MIT,Imputation
SATURN,Python,10.1101/2023.02.03.526939,7,MIT,Integration
scAL,Python,10.1038/s41374-021-00639-w,7,Apache-2.0,Clustering
scAMACE,R,"10.1093/bioinformatics/btab426, 10.1101/2021.03.29.437485",7,LGPL-3.0,"Clustering, Integration"
scAMACE_py,Python,"10.1093/bioinformatics/btab426, 10.1101/2021.03.29.437485",7,MIT,"Clustering, Integration"
scAR,Python,10.1101/2022.01.14.476312,7,MIT,"Dimensionality Reduction, Quantification"
scCAN,R,10.1038/s41598-022-14218-6,7,LPL-1.0,Clustering
scCLUE,R,10.1016/j.compbiolchem.2020.107283,7,'-,Clustering
scFeatures,R,"10.1093/bioinformatics/btac590, 10.1101/2022.01.20.476845",7,GPL-3.0,Integration
scINSIGHT,R/C++,"10.1101/2021.10.13.464306, 10.1186/s13059-022-02649-3",7,GPL-3.0,"Dimensionality Reduction, Gene Sets, Perturbations"
scMEGA,R/C++,"10.1093/bioadv/vbad003, 10.1101/2022.08.10.503335",7,MIT,"Dimensionality Reduction, Gene Networks, Ordering, Variable Genes, Visualisation"
scMultiSim,R,10.1101/2022.10.15.512320,7,Artistic-2.0,"Simulation, Visualisation"
scPagwas,R,"10.1016/j.xgen.2023.100383, 10.1101/2023.03.04.23286805",7,MIT,"Gene Networks, Variants, Visualisation"
scQuint,Python,"10.1101/2021.04.27.441683, 10.7554/elife.73520",7,MIT,"Alignment, Alternative Splicing, Dimensionality Reduction, Quantification"
scRNAss,C++,10.1093/bioinformatics/btz240,7,GPL-3.0,Assembly
scSDAE,Python,10.3390/genes11050532,7,'-,Imputation
scSimClassify,Python,"10.1016/j.isci.2021.102855, 10.1101/2021.05.29.446268",7,GPL-3.0,"Classification, Quantification"
scsnv,C++/Python,10.1186/s13059-021-02364-5,7,MIT,"Alignment, Quantification, Variants"
SDImpute,R,10.1371/journal.pcbi.1009118,7,GPL-3.0,Imputation
SignacX,R,"10.1101/2021.02.01.429207, 10.26502/jbsb.5107057",7,GPL-3.0,"Classification, Immune, Marker Genes"
talklr,R,10.1101/2020.02.01.930602,7,GPL-2.0-or-later,"Gene Networks, Visualisation"
TedSim,R,"10.1093/nar/gkac235, 10.1101/2021.06.21.449283",7,'-,"Dimensionality Reduction, Simulation, Visualisation"
TITAN,R,10.1093/nar/gkac908,7,GPL-3.0,"Dimensionality Reduction, Gene Sets, Imputation, Marker Genes, Normalisation, Visualisation"
TSEE,MATLAB,10.1186/s12864-019-5477-8,7,'-,"Dimensionality Reduction"
XenoCell,Python,"10.1101/679183, 10.1186/s12920-021-00872-8",7,MIT,"Quality Control, Quantification"
ADClust,Python,"10.1093/bib/bbac172, 10.1101/2021.12.19.473334",6,'-,"Clustering, Dimensionality Reduction"
baredSC,Python,"10.1101/2021.05.26.445740, 10.1186/s12859-021-04507-8",6,GPL-3.0,"Quantification, Visualisation"
bollito,Snakemake,10.1093/bioinformatics/btab758,6,MIT,"Alignment, Clustering, Differential Expression, Dimensionality Reduction, Normalisation, Ordering, Quality Control, Quantification, Visualisation"
CAPITAL,Python,"10.1038/s41467-022-33681-3, 10.1101/859751",6,BSD-3-Clause,"Dimensionality Reduction, Expression Patterns, Ordering, Quality Control, Variable Genes, Visualisation"
Chord,R,"10.1038/s42003-022-03476-9, 10.1101/2021.05.07.442884",6,MIT,"Dimensionality Reduction, Quality Control"
CS-CORE,R,"10.1038/s41467-023-40503-7, 10.1101/2022.12.13.520181",6,MIT,"Gene Networks"
Cytopath,Python,"10.1016/j.crmeth.2022.100359, 10.1101/2020.12.21.423801",6,BSD-3-Clause,"Ordering, Visualisation"
de-goulash,Snakemake,10.1038/s42003-023-04557-z,6,'-,Variants
distinct,R/C++,"10.1101/2020.11.24.394213, 10.1214/22-aoas1689",6,GPL-3.0-or-later,"Differential Expression"
dmatch,R/C++,"10.1101/2020.01.05.895136, 10.1101/gr.261115.120",6,GPL-2.0-or-later,"Dimensionality Reduction, Integration, Visualisation"
hierarchicell,R,10.1186/s12864-021-07635-w,6,CC0-1.0,Simulation
I-Impute,Python/R,"10.1101/772723, 10.1186/s12864-020-07007-w",6,MIT,"Dimensionality Reduction, Imputation"
IEntropy,R,10.1093/jmcb/mjac008,6,'-,"Variable Genes"
M3S,R,10.1186/s12859-019-3243-1,6,CC-BY-NC-ND-4.0,Modality
MicroCellClust,Scala/R,10.1093/bioinformatics/btab239,6,GPL-3.0,"Clustering, Gene Filtering, Rare Cells"
MRFscRNAseq,R,"10.1101/2020.11.11.378976, 10.1186/s12859-021-04412-0",6,'-,"Differential Expression"
OCAT,Python,"10.1101/2021.05.12.443814, 10.1186/s13059-022-02659-1",6,GPL-3.0,"Dimensionality Reduction, Integration, Marker Genes, Normalisation, Visualisation"
RainDrop,C++/Python,10.1186/s12859-020-03593-4,6,GPL-3.0,Quantification
sc-jnmf,Python,"10.1101/2020.09.30.319921, 10.7717/peerj.12087",6,BSD-3-Clause,Clustering
sc2marker,R,10.1186/s12859-022-04817-5,6,MIT,"Marker Genes, Normalisation, Visualisation"
SC3s,Python,"10.1101/2021.05.20.445027, 10.1186/s12859-022-05085-z",6,GPL-3.0,Clustering
scAAnet,Python,"10.1101/2021.09.17.460824, 10.1371/journal.pcbi.1010025",6,MIT,"Clustering, Marker Genes, Visualisation"
scaffold,R,"10.1093/nar/gkab1071, 10.1101/2020.10.05.326553",6,GPL-2.0-or-later,"Simulation, Visualisation"
scDBM,Julia,"10.1038/s41598-021-88875-4, 10.1101/2020.05.27.119594",6,MIT,Simulation
scDeepInsight,Python,"10.1093/bib/bbad266, 10.1101/2023.03.09.531861",6,'-,"Classification, Dimensionality Reduction"
scFusion,Python/R,"10.1038/s41467-022-28661-6, 10.1101/2020.12.27.424506",6,MIT,Variants
scGraph,Python,10.1093/bioinformatics/btac199,6,MIT,Classification
SCHiRM,Python,10.1101/335695,6,MIT,"Gene Networks, Normalisation, Simulation, Visualisation"
scISR,R,10.1038/s41598-022-06500-4,6,LPL-1.0,Imputation
SCISSORS,R,"10.1093/bioinformatics/btad449, 10.1101/2021.10.29.466448",6,MIT,"Clustering, Dimensionality Reduction, Marker Genes"
scMoMaT,Python,"10.1038/s41467-023-36066-2, 10.21203/rs.3.rs-2022586/v1",6,MIT,"Clustering, Dimensionality Reduction, Integration, Visualisation"
scProximitE,Python,"10.1093/bib/bbac387, 10.1101/2022.04.21.489121",6,GPL-3.0,"Rare Cells, Visualisation"
SCRIP,R,10.1093/bioinformatics/btab824,6,GPL-3.0,Simulation
SCUREL,Snakemake/Python/R,"10.1101/2021.06.30.450496, 10.1261/rna.078886.121",6,Apache-2.0,"Alternative Splicing, Gene Sets, Quantification, Visualisation"
SimiC,Python,"10.1038/s42003-022-03319-7, 10.1101/2020.04.03.023002",6,'-,"Gene Networks"
sleepwalk,R,"10.1101/603589, 10.1101/gr.251447.119",6,GPL-3.0,"Dimensionality Reduction, Visualisation"
VPAC,Python,"10.1101/523993, 10.1186/s12859-019-2742-4",6,MIT,"Clustering, Dimensionality Reduction"
BATMAN,python,"10.1016/j.isci.2020.101185, 10.1101/2020.01.22.915629",5,'-,Integration
CARDAMOM,Python,"10.1101/2022.06.19.496754, 10.1371/journal.pcbi.1010962",5,'-,"Gene Networks"
CeLEry,Python,10.1038/s41467-023-39895-3,5,MIT,Integration
CellOT,Python,"10.1038/s41592-023-01969-x, 10.21203/rs.3.rs-1805107/v1",5,BSD-3-Clause,"Perturbations, Visualisation"
CINEMA-OT,Python,"10.1038/s41592-023-02040-5, 10.1101/2022.07.31.502173",5,AGPL-3.0,"Dimensionality Reduction, Perturbations"
ClustAssess,R/C++,10.1101/2022.01.31.478592,5,MIT,"Clustering, Visualisation"
COT,Python,"10.1093/bioadv/vbac037, 10.1101/2021.01.10.426146",5,MIT,"Marker Genes"
DCLEAR,R/C++,10.1186/s12859-022-04633-x,5,GPL-3.0,"Ordering, Simulation"
deMULTIplex2,R,10.1101/2023.04.11.536275,5,CC-BY-4.0,"Dimensionality Reduction, Quantification, Simulation"
DREAM,Python,10.1093/bib/bbad152,5,MIT,"Dimensionality Reduction, Visualisation"
DTFLOW,Python,"10.1016/j.gpb.2020.08.003, 10.1101/2020.09.10.290973",5,'-,"Ordering, Visualisation"
dynDeepDRIM,Python,"10.1093/bib/bbac424, 10.1101/2021.08.28.458048",5,'-,"Gene Networks"
eSVD,R,"10.1080/01621459.2021.1886106, 10.1101/2020.09.25.313882",5,MIT,"Dimensionality Reduction, Ordering, Visualisation"
GNNImpute,Python,10.1186/s12859-021-04493-x,5,Apache-2.0,Imputation
HieRFIT,R,"10.1093/bioinformatics/btab499, 10.1101/2020.09.16.300822",5,GPL-3.0,"Classification, Visualisation"
ILoReg,R,"10.1093/bioinformatics/btaa919, 10.1101/2020.01.20.912675",5,GPL-3.0,"Clustering, Rare Cells"
indeXplorer,R,10.1038/ncb3494,5,GPL-3.0,"Interactive, Visualisation"
InterCellDB,R,10.1002/advs.202200045,5,CC-BY-4.0,"Gene Networks"
K2Taxonomer,R,"10.1093/nar/gkab552, 10.1101/2020.11.05.370197",5,GPL-3.0,"Clustering, Differential Expression, Gene Sets, Visualisation"
MAPiT,MATLAB,"10.1038/s41598-020-60400-z, 10.1101/697151",5,BSD-3-Clause,Ordering
MetaTiME,Python,"10.1038/s41467-023-38333-8, 10.1101/2022.08.05.502989",5,GPL-3.0,"Dimensionality Reduction, Gene Sets, Integration"
Millefy,R,"10.1101/537936, 10.1186/s12864-020-6542-z",5,MIT,"Ordering, Visualisation"
Miscell,Python,10.1016/j.isci.2021.103200,5,CC0-1.0,"Dimensionality Reduction"
Monet,Python,10.1101/2020.06.08.140673,5,BSD-3-Clause,"Dimensionality Reduction, Integration"
mpCMF,Python,10.1101/496810,5,'-,"Dimensionality Reduction"
multiGroupVI,Python,10.1101/2022.12.13.520349,5,Apache-2.0,Integration
netSmooth,R,"10.1101/234021, 10.12688/f1000research.13511.2",5,GPL-3.0,"Clustering, Dimensionality Reduction, Gene Networks, Imputation, Visualisation"
PAUSE,Python,"10.1101/2022.05.03.490535, 10.1186/s13059-023-02901-4",5,MIT,"Dimensionality Reduction, Gene Sets"
PhyloVelo,Python,10.1038/s41587-023-01887-5,5,BSD-3-Clause,"Dimensionality Reduction, Normalisation, Ordering, Visualisation"
PILOT,Python,"10.1038/s44320-023-00003-8, 10.1101/2022.12.16.520739",5,'-,"Dimensionality Reduction, Ordering, Visualisation"
pLDA,R/C++,10.1007/s12561-021-09304-8,5,Apache-2.0,"Clustering, Visualisation"
Pseudocell_Tracer,Python,"10.1101/2020.06.26.173179, 10.1371/journal.pcbi.1008094",5,MIT,"Dimensionality Reduction, Ordering, Visualisation"
pseudoga,R,10.1093/nar/gkab457,5,GPL-2.0-or-later,"Ordering, Variable Genes"
Psix,Python,"10.1101/2021.07.23.453605, 10.1101/gr.276109.121",5,'-,"Alternative Splicing, Visualisation"
RCSL,R,"10.1093/bioinformatics/btab276, 10.1101/2021.04.12.439254",5,GPL-3.0,"Clustering, Gene Filtering, Ordering, Visualisation"
ReadZS,Nextflow/Groovy/R/Python,"10.1101/2021.09.29.462469, 10.1186/s13059-022-02795-8",5,MIT,"Alternative Splicing"
ROSeq,MATLAB,"10.1101/374025, 10.1101/gr.267070.120",5,'-,"Differential Expression"
ROSeq-R,R,"10.1101/374025, 10.1101/gr.267070.120",5,GPL-3.0,"Differential Expression"
SampleQC,R/C++,"10.1101/2021.08.28.458012, 10.1186/s13059-023-02859-3",5,MIT,"Quality Control, Simulation, Visualisation"
scAEGAN,Python,"10.1101/2022.04.19.488745, 10.1371/journal.pone.0281315",5,GPL-3.0,"Dimensionality Reduction, Integration"
sccomp,R/Stan,"10.1073/pnas.2203828120, 10.1101/2022.03.04.482758",5,GPL-3.0,Simulation
scDDboost,R,"10.1101/655795, 10.1214/20-aoas1423",5,GPL-2.0-or-later,"Differential Expression"
scLINE,R,10.1016/j.jbi.2021.103899,5,GPL-1.0,"Dimensionality Reduction, Gene Networks, Integration, Visualisation"
scMOO,R,10.1093/bioinformatics/btac300,5,GPL-2.0,Imputation
scPretrain,Python,"10.1093/bioinformatics/btac007, 10.1101/2020.11.18.386102",5,MIT,Classification
SCQC,R,10.1016/j.ygeno.2019.02.014,5,'-,"Gene Filtering, Quality Control"
scROSHI,R,"10.1093/nargab/lqad058, 10.1101/2022.04.05.487176",5,MIT,"Clustering, Gene Sets"
scSemiAE,Python,"10.1186/s12859-022-04703-0, 10.21203/rs.3.rs-1037942/v1",5,'-,"Dimensionality Reduction, Integration"
scSpace,R/Python,"10.1038/s41467-023-38121-4, 10.1101/2022.05.07.491043",5,GPL-3.0,"Clustering, Dimensionality Reduction, Integration, Normalisation, Variable Genes, Visualisation"
scTITANS,R,10.1016/j.csbj.2021.07.016,5,GPL-3.0,"Clustering, Marker Genes"
scUTRquant,R/Python,10.1101/2021.11.22.469635,5,GPL-3.0,"Alternative Splicing, Quantification"
scVAEIT,Python,"10.1073/pnas.2214414119, 10.1101/2022.07.25.501456",5,MIT,"Imputation, Integration"
secDrug,R,10.1038/s41408-022-00636-2,5,GPL-3.0,Perturbations
SEDIM,Python,10.1093/bib/bbab368,5,'-,Imputation
STARE,C++,"10.1093/bioinformatics/btad062, 10.1101/2022.01.28.478202",5,MIT,"Gene Networks"
supCPM,MATLAB,"10.1093/bioinformatics/btac131, 10.1101/2021.06.18.448900",5,'-,"Dimensionality Reduction"
VAMF,Stan/R/C++,10.1101/166736,5,GPL-3.0,"Dimensionality Reduction"
VeloSim,R,10.1101/2021.01.11.426277,5,MIT,"Simulation, Visualisation"
WASP,R/Python,10.1186/s12864-021-07469-6,5,'-,"Alignment, Clustering, Differential Expression, Dimensionality Reduction, Normalisation, Quality Control, Quantification, Visualisation"
AE-TPGG,Python,10.1007/s11704-022-2011-y,4,'-,"Dimensionality Reduction"
Bfimpute,R,"10.1016/j.crmeth.2021.100133, 10.1101/2021.02.10.430649, 10.2139/ssrn.3867727",4,'-,Imputation
BSDE,R,"10.1093/bioinformatics/btac171, 10.1101/2021.05.10.443350",4,MIT,"Differential Expression"
BZINB,R/C++,"10.1101/2020.03.06.977728, 10.1177/09622802231172028",4,GPL-2.0,Simulation
ccImpute,R/C++,10.1186/s12859-022-04814-8,4,BSD-3-Clause,Imputation
CCNMF,R/C++,10.1101/2020.02.04.934455,4,MIT,"Clustering, Differential Expression, Dimensionality Reduction, Integration, Visualisation"
cellgrid,Python,10.1101/2020.07.22.216002,4,MIT,Classification
ClusterMine,R,"10.1101/255711, 10.1142/s0219720020400090",4,'-,"Clustering, Gene Sets"
COPILOT,R,10.1016/j.xpro.2022.101729,4,MIT,"Quality Control, Visualisation"
CStreet,Python,10.1093/bioinformatics/btab488,4,MIT,"Clustering, Dimensionality Reduction, Normalisation, Ordering, Quality Control, Visualisation"
DElegate,R,10.1101/2023.03.28.534443,4,GPL-3.0,"Differential Expression, Marker Genes"
Dozer,R,"10.1101/2023.04.25.538290, 10.1101/gr.277363.122",4,'-,"Gene Networks, Simulation"
EDClust,R,10.1093/bioinformatics/btac168,4,GPL-3.0,Clustering
EEISP,Python,"10.1093/nar/gkab601, 10.1101/2021.03.15.435370",4,'-,"Gene Networks"
enclone,Rust,10.1101/2022.04.21.489084,4,Custom,Immune
EnsembleKQC,Python,10.1007/978-3-030-26969-2_47,4,'-,"Quality Control"
EnTSSR,Python,10.1109/TCBB.2021.3110850,4,'-,Imputation
Epi-Impute,R/C++,10.3390/ijms24076229,4,Apache-2.0,Imputation
EVI,Python,"10.1101/2022.03.01.482381, 10.1186/s13059-022-02749-0",4,MIT,"Integration, Ordering"
FAVA,Python,10.1101/2022.07.06.499022,4,MIT,"Dimensionality Reduction"
GeneVector,Python,"10.1038/s41467-023-39985-2, 10.1101/2022.04.22.487554",4,MIT,"Dimensionality Reduction, Gene Networks, Integration"
GSFA,R/C++,"10.1038/s41592-023-02017-4, 10.1101/2022.02.13.480282",4,MIT,"Normalisation, Perturbations, Variable Genes, Variants"
JAMIE,Python,"10.1038/s42256-023-00663-z, 10.1101/2022.10.15.512388",4,GPL-3.0,"Dimensionality Reduction, Imputation, Integration, Visualisation"
kmermaid,Nextflow/Python,10.1101/2021.07.09.450799,4,MIT,"Classification, Quantification"
MaxFuse,Python,"10.1038/s41587-023-01935-0, 10.1101/2023.01.12.523851",4,Custom,Integration
MUREN,R,10.1186/s12859-021-04288-0,4,GPL-3.0,Normalisation
ODEGRfinder,R,"10.1093/nargab/lqz020, 10.1101/543447",4,MIT,"Differential Expression, Dimensionality Reduction"
RecursiveConsensusClustering,R,10.1038/s41598-020-67016-3,4,GPL-1.0,Clustering
RNAForecaster,Julia,"10.1016/j.patter.2023.100793, 10.1101/2022.08.04.502825",4,MIT,Ordering
ruvIIInb,R,"10.1093/nar/gkac486, 10.1101/2021.11.06.467575",4,'-,"Integration, Normalisation"
scATOMIC,R,"10.1038/s41467-023-37353-8, 10.1101/2022.06.14.496107",4,MIT,Classification
scCorr,R,"10.1101/2021.03.04.433945, 10.1186/s12864-021-08235-4",4,GPL-2.0,"Gene Networks"
SCHNEL,C++,"10.1093/bioinformatics/btaa816, 10.1101/2020.03.30.015925",4,'-,Clustering
sciCSR,R/Python,"10.1038/s41592-023-02060-1, 10.1101/2023.02.02.526789",4,GPL-3.0,"Immune, Ordering, Visualisation"
SCING,Python,"10.1016/j.isci.2023.107124, 10.1101/2022.09.07.506959",4,GPL-3.0,"Dimensionality Reduction, Gene Networks, Gene Sets, Perturbations"
scKB,Shell,10.1016/j.xpro.2022.101729,4,MIT,"Quantification, UMIs"
scLRTC,MATLAB,"10.1186/s12864-021-08101-3, 10.21203/rs.3.rs-757792/v1",4,'-,Imputation
scMGCA,Python,10.1038/s41467-023-36134-7,4,MIT,"Clustering, Dimensionality Reduction"
scPlant,R,"10.1016/j.xplc.2023.100631, 10.1101/2022.10.24.513543",4,GPL-3.0-or-later,"Classification, Gene Sets, Ordering, Visualisation"
scPOST,R,"10.1101/2020.11.23.390682, 10.2139/ssrn.3828194",4,MIT,Simulation
scPSD,MATLAB/Python/R,"10.1093/nar/gkac436, 10.1101/2021.10.25.465657",4,'-,Transformation
scShaper,R/C++,"10.1093/bioinformatics/btab831, 10.1101/2021.05.03.442435",4,GPL-3.0,"Clustering, Dimensionality Reduction, Ordering"
SCUBI,R,10.1016/j.crmeth.2021.100135,4,CC-BY-4.0,Visualisation
SERM,MATLAB,"10.1038/s41467-022-34595-w, 10.1101/2022.01.18.476789",4,GPL-2.0,Imputation
simpleaf,Rust,"10.1093/bioinformatics/btad614, 10.1101/2023.03.28.534653",4,BSD-3-Clause,Quantification
SIMPLEs,R,"10.1093/nargab/lqaa077, 10.1101/2020.01.13.904649",4,MIT,Imputation
Sincast,R/C++,"10.1093/bib/bbac088, 10.1101/2021.11.07.467660",4,'-,"Classification, Visualisation"
SingCellaR,R/C++,10.1016/j.xpro.2022.101266,4,GPL-3.0,"Cell Cycle, Clustering, Differential Expression, Dimensionality Reduction, Gene Filtering, Gene Sets, Integration, Marker Genes, Quality Control, Visualisation"
SoCube,Python,10.1093/bib/bbad104,4,MIT,"Quality Control"
tascCODA,Python,"10.1101/2021.09.06.459120, 10.3389/fgene.2021.766405",4,BSD-3-Clause,Modality
Tempo,Python,"10.1038/s41467-022-34185-w, 10.1101/2022.03.15.484454",4,MIT,"Cell Cycle"
trackplot,Python,"10.1101/2022.11.02.514803, 10.1371/journal.pcbi.1011477",4,BSD-3-Clause,Visualisation
TREG,R,"10.1101/2022.04.28.489923, 10.1186/s13059-023-03066-w",4,Artistic-2.0,"Variable Genes"
UICPC,R,10.1016/j.compbiomed.2021.104820,4,'-,Clustering
VITAE,Python,10.1101/2020.12.26.424452,4,MIT,"Differential Expression, Dimensionality Reduction, Ordering, Visualisation"
AWGAN,Python,"10.1093/bioinformatics/btac427, 10.1101/2021.11.08.467781",3,MIT,Integration
BarCounter,C,10.1186/s12859-022-04620-2,3,Custom,Quantification
BarMixer,R,10.1186/s12859-022-04620-2,3,Custom,"Quality Control, Visualisation"
Biomodelling,Julia,"10.1101/2021.10.13.464275, 10.1186/s12859-022-04778-9",3,'-,Simulation
CancerInSilico,R/C++,"10.1101/328807, 10.1371/journal.pcbi.1006935",3,GPL-2.0,"Cell Cycle, Gene Networks, Interactive, Simulation, Visualisation"
CaSee,Python,"10.1038/s41388-022-02478-5, 10.1101/2022.02.10.480003",3,'-,Classification
CellDrift,Python,"10.1093/bib/bbac324, 10.1101/2022.04.13.488194",3,MIT,"Ordering, Perturbations, Visualisation"
CeSpGRN,Python,10.1101/2022.03.03.482887,3,GPL-3.0,"Gene Networks"
CIForm,Python,10.1093/bib/bbad195,3,'-,Classification
ClusterDE,R,"10.1101/2023.07.21.550107, 10.21203/rs.3.rs-3211191/v1",3,MIT,"Differential Expression, Marker Genes"
CombiROC,R,10.1101/2022.01.17.476603,3,MIT,"Marker Genes"
CONCLUS,R,10.1101/774547,3,GPL-3.0,"Clustering, Dimensionality Reduction, Marker Genes, Normalisation, Rare Cells, Visualisation"
corral,R,"10.1038/s41598-022-26434-1, 10.1101/2021.11.24.469874",3,GPL-2.0,"Dimensionality Reduction, Integration"
DCATS,R,"10.1101/2022.03.21.485232, 10.1186/s13059-023-02980-3",3,MIT,"Differential Expression, Simulation"
DEEF,R,10.1371/journal.pone.0231250,3,GPL-2.0,"Dimensionality Reduction"
DeepSort,Python,10.1101/2020.05.13.094953,3,GPL-3.0,Classification
exFINDER,R,"10.1093/nar/gkad262, 10.1101/2023.03.24.533888",3,GPL-3.0,"Gene Networks"
forest-fire-clustering,Python,10.1038/s41467-022-31107-8,3,MIT,Clustering
GenePattern,Python,10.12688/f1000research.15830.1,3,BSD-3-Clause,"Clustering, Dimensionality Reduction, Interactive, Marker Genes, Normalisation, Quality Control, Visualisation"
GenKI,Python,10.1093/nar/gkad450,3,MIT,"Dimensionality Reduction, Gene Networks, Perturbations"
hadge,Nextflow/R/Python/Shell,10.1101/2023.07.23.550061,3,MIT,Quantification
HTOreader,R,10.1101/2023.04.02.535299,3,GPL-3.0,"Quantification, Variants, Visualisation"
IReNA,R,"10.1101/2021.11.22.469628, 10.2139/ssrn.4071022",3,GPL-3.0,"Gene Networks, Integration, Visualisation"
IRIS-FGM,R/C++,"10.1093/bioinformatics/btab108, 10.1101/2020.11.04.369108",3,GPL-2.0,"Classification, Clustering, Differential Expression, Gene Networks, Visualisation"
JIND,Python,"10.1093/bioinformatics/btac140, 10.1101/2020.10.06.327601",3,MIT,"Classification, Integration"
JOINT,Python,10.1186/s12864-020-07302-6,3,Apache-2.0,"Clustering, Differential Expression, Imputation"
JSOM,Python,10.1371/journal.pcbi.1008804,3,'-,"Clustering, Dimensionality Reduction, Integration"
kana,JavaScript,"10.1101/2022.03.02.482701, 10.21105/joss.05603",3,MIT,"Classification, Clustering, Dimensionality Reduction, Interactive, Marker Genes, Normalisation, Quality Control, Variable Genes, Visualisation"
LatentVelo,Python,"10.1016/j.crmeth.2023.100581, 10.1101/2022.08.22.504858",3,MIT,"Dimensionality Reduction, Expression Patterns, Integration, Ordering, Visualisation"
LDA_scRNAseq,Perl/R,10.1093/bib/bbad199,3,'-,"Clustering, Gene Sets"
lemur,R/C++,10.1101/2023.03.06.531268,3,GPL-3.0,"Differential Expression, Dimensionality Reduction, Visualisation"
locaTE,Julia,10.1101/2023.01.08.523176,3,MIT,"Gene Networks"
MTGO-SC,R,10.3389/fgene.2019.00953,3,GPL-3.0,"Gene Networks, Gene Sets"
NewWave,R,"10.1093/bioinformatics/btac149, 10.1101/2021.08.02.453487",3,GPL-3.0,"Dimensionality Reduction, Integration"
NOMAD2,C++/C/Python/R,10.1101/2023.03.17.533189,3,'-,"Alternative Splicing, Variants"
ORIGINS,R,"10.1016/j.mex.2022.101778, 10.1101/2022.05.09.491232",3,MIT,"Gene Networks"
OscoNet,Python/R,"10.1101/600049, 10.1186/s12859-020-03561-y",3,MIT,"Cell Cycle, Expression Patterns, Ordering"
Panpipes,Python/R,10.1101/2023.03.11.532085,3,BSD-3-Clause,"Clustering, Integration, Normalisation, Quality Control, Visualisation"
phiclust,R,"10.1101/2021.05.11.443685, 10.1186/s13059-021-02590-x",3,GPL-3.0,"Clustering, Variable Genes, Visualisation"
PhitestR,R,10.1093/bioinformatics/btac130,3,GPL-3.0,Clustering
redPATH,R/C++,"10.1016/j.gpb.2020.06.014, 10.1101/2020.03.05.977686",3,'-,"Clustering, Gene Sets, Marker Genes, Ordering, Variable Genes, Visualisation"
rpca,R,10.1089/cmb.2018.0255,3,GPL-2.0-or-later,"Dimensionality Reduction"
sc-Libra,R/Python,"10.1101/2021.01.27.428400, 10.15302/j-qb-022-0318",3,GPL-3.0,Integration
scAnno,R,10.1093/bib/bbad179,3,GPL-3.0,"Classification, Marker Genes, Variable Genes"
scasa,R/Perl,10.1093/bioinformatics/btab807,3,GPL-3.0,"Alignment, Alternative Splicing, Quantification"
SCATrEx,Python,"10.1007/978-3-031-04749-7_36, 10.1101/2021.11.04.467244",3,GPL-3.0,"Clustering, Simulation, Visualisation"
scBGEDA,Python/MATLAB,10.1093/bioinformatics/btad075,3,'-,"Clustering, Dimensionality Reduction"
scBonita,Python,"10.1038/s41540-022-00246-5, 10.1101/2022.03.07.22271522",3,MIT,"Gene Networks"
scDEED,R,10.1101/2023.04.21.537839,3,MIT,"Dimensionality Reduction"
scDHMap,Python,10.1101/gr.277068.122,3,Apache-2.0,"Dimensionality Reduction, Variable Genes"
scEMAIL,Python,10.1016/j.gpb.2022.12.008,3,'-,"Classification, Dimensionality Reduction"
scGCL,Python,10.1093/bioinformatics/btad098,3,'-,"Dimensionality Reduction, Imputation"
scipr,Python,"10.1101/2020.05.13.093948, 10.1371/journal.pcbi.1007939",3,BSD-3-Clause,Integration
scMAPA,Python/R/Shell,"10.1093/gigascience/giac033, 10.1101/2020.07.30.229096",3,BSD-3-Clause,"Alternative Splicing, Quantification"
scMiko,R,"10.1038/s42003-022-04093-2, 10.1101/2022.03.13.484162, 10.21203/rs.3.rs-1555516/v1",3,MIT,"Classification, Clustering, Differential Expression, Dimensionality Reduction, Gene Sets, Integration, Marker Genes, Normalisation, Visualisation"
scover,Python,"10.1101/2020.11.26.400218, 10.1186/s13059-023-03021-9",3,MIT,"Gene Networks"
scPrisma,Python,"10.1038/s41587-023-01663-5, 10.1101/2022.06.07.493867",3,MIT,"Normalisation, Ordering, Variable Genes, Visualisation"
scSensitiveGeneDefine,R,10.1186/s12859-021-04136-1,3,'-,"Variable Genes"
scShapes,R,"10.1093/gigascience/giac126, 10.1101/2022.02.13.480299",3,GPL-3.0,"Differential Expression"
SINC,Python,10.1093/bioinformatics/btz801,3,'-,"Classification, Variable Genes"
SMURF,Python,"10.1093/bib/bbad026, 10.1101/2022.04.22.489140",3,MIT,"Dimensionality Reduction"
